                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4622,                 2.8308,                 2.3008,                 1.4256,                0.74007,                0.14169,                 0.2864,                0.13528,                0.59783,                0.11443,                0.20054,                0.07619,                 1.6049,                 4.0922,                 2.8872,                 1.5045,             0.00065185,             0.00065185,             0.00065185
                      2,                 1.3857,                 2.3698,                 1.7805,                 1.3449,                0.53842,                0.33831,                0.38033,                0.19903,                0.54633,                0.34328,                0.37497,                0.19484,                 1.5191,                  2.914,                 2.2877,                 1.4882,             0.00066585,             0.00066585,             0.00066585
